Category,x
HP:0008185,2
HP:0008186,3
HP:0008187,46
HP:0008188,6
HP:0008189,3
HP:0008191,7
HP:0008193,22
HP:0008194,3
HP:0008197,30
HP:0008198,3
HP:0008200,16
HP:0008202,27
HP:0008204,1
HP:0008205,2
HP:0008207,60
HP:0008208,10
HP:0008209,69
HP:0008211,2
HP:0008213,9
HP:0008214,53
HP:0008216,3
HP:0008221,31
HP:0008222,63
HP:0008223,8
HP:0008225,1
HP:0008226,3
HP:0008227,5
HP:0008229,1
HP:0008231,5
HP:0008232,46
HP:0008233,7
HP:0008236,3
HP:0008237,15
HP:0008239,1
HP:0008240,19
HP:0008242,6
HP:0008244,3
HP:0008245,42
HP:0008247,1
HP:0008249,3
HP:0008250,4
HP:0008255,17
HP:0008256,9
HP:0008258,6
HP:0008259,1
HP:0008261,10
HP:0008263,6
HP:0008264,1
HP:0008269,1
HP:0008271,1
HP:0008273,1
HP:0008275,10
HP:0008277,6
HP:0008278,5
HP:0008279,1
HP:0008281,4
HP:0008282,13
HP:0008283,11
HP:0008285,3
HP:0008288,3
HP:0008291,12
HP:0008293,1
HP:0008297,5
HP:0008301,5
HP:0008305,8
HP:0008306,1
HP:0008309,1
HP:0008311,2
HP:0008314,12
HP:0008315,3
HP:0008316,29
HP:0008318,1
HP:0008320,11
HP:0008321,5
HP:0008322,21
HP:0008323,39
HP:0008326,2
HP:0008330,3
HP:0008331,8
HP:0008339,1
HP:0008341,5
HP:0008344,3
HP:0008346,5
HP:0008347,49
HP:0008348,7
HP:0008353,2
HP:0008354,1
HP:0008357,6
HP:0008358,11
HP:0008362,35
HP:0008363,4
HP:0008364,32
HP:0008365,67
HP:0008366,90
HP:0008368,25
HP:0008369,9
HP:0008371,1
HP:0008372,19
HP:0008373,613
HP:0008376,4
HP:0008383,1
HP:0008386,244
HP:0008388,163
HP:0008390,2
HP:0008391,28
HP:0008392,6
HP:0008394,1
HP:0008396,3
HP:0008398,13
HP:0008400,1
HP:0008401,7
HP:0008402,9
HP:0008404,127
HP:0008410,1
HP:0008414,1
HP:0008416,3
HP:0008417,35
HP:0008418,1
HP:0008419,6
HP:0008420,2
HP:0008421,1
HP:0008422,16
HP:0008424,1
HP:0008428,37
HP:0008430,5
HP:0008432,1
HP:0008434,6
HP:0008435,1
HP:0008436,1
HP:0008437,1
HP:0008438,17
HP:0008439,3
HP:0008440,7
HP:0008441,3
HP:0008442,2
HP:0008443,22
HP:0008444,1
HP:0008445,7
HP:0008447,2
HP:0008449,1
HP:0008450,14
HP:0008451,1
HP:0008452,1
HP:0008453,2
HP:0008454,7
HP:0008455,1
HP:0008456,1
HP:0008457,3
HP:0008458,2
HP:0008460,1
HP:0008462,3
HP:0008463,1
HP:0008467,3
HP:0008468,1
HP:0008469,1
HP:0008470,1
HP:0008472,2
HP:0008475,1
HP:0008476,1
HP:0008477,1
HP:0008478,1
HP:0008479,18
HP:0008480,1
HP:0008482,5
HP:0008484,1
HP:0008486,1
HP:0008488,1
HP:0008490,3
HP:0008491,2
HP:0008494,7
HP:0008496,9
HP:0008497,5
HP:0008498,7
HP:0008499,71
HP:0008501,17
HP:0008504,1
HP:0008509,1
HP:0008511,1
HP:0008513,6
HP:0008515,35
HP:0008516,2
HP:0008517,19
HP:0008518,72
HP:0008519,9
HP:0008523,6
HP:0008527,52
HP:0008528,1
HP:0008529,3
HP:0008537,2
HP:0008541,1
HP:0008544,76
HP:0008551,161
HP:0008554,10
HP:0008555,2
HP:0008559,4
HP:0008568,4
HP:0008569,1
HP:0008572,83
HP:0008573,4
HP:0008577,7
HP:0008583,2
HP:0008586,7
HP:0008587,2
HP:0008588,1
HP:0008589,10
HP:0008591,1
HP:0008593,5
HP:0008596,2
HP:0008598,1
HP:0008605,1
HP:0008606,1
HP:0008607,3
HP:0008608,1
HP:0008609,38
HP:0008610,6
HP:0008615,6
HP:0008619,68
HP:0008625,12
HP:0008628,15
HP:0008629,17
HP:0008633,2
HP:0008635,1
HP:0008639,2
HP:0008640,1
HP:0008643,2
HP:0008647,2
HP:0008651,1
HP:0008652,2
HP:0008653,1
HP:0008655,5
HP:0008659,4
HP:0008660,5
HP:0008661,51
HP:0008665,72
HP:0008668,1
HP:0008669,149
HP:0008672,9
HP:0008675,15
HP:0008676,3
HP:0008677,1
HP:0008678,324
HP:0008682,4
HP:0008683,2
HP:0008684,71
HP:0008687,1
HP:0008689,52
HP:0008695,1
HP:0008696,7
HP:0008697,3
HP:0008703,1
HP:0008706,1
HP:0008707,2
HP:0008708,1
HP:0008715,13
HP:0008716,4
HP:0008718,3
HP:0008722,6
HP:0008723,3
HP:0008724,83
HP:0008726,18
HP:0008729,2
HP:0008730,18
HP:0008732,3
HP:0008733,1
HP:0008734,148
HP:0008736,465
HP:0008738,2
HP:0008739,1
HP:0008740,1
HP:0008743,5
HP:0008744,1
HP:0008747,2
HP:0008749,5
HP:0008750,3
HP:0008751,7
HP:0008752,3
HP:0008753,3
HP:0008754,2
HP:0008755,7
HP:0008756,3
HP:0008757,1
HP:0008760,3
HP:0008762,12
HP:0008763,6
HP:0008765,14
HP:0008767,1
HP:0008768,8
HP:0008770,30
HP:0008771,181
HP:0008772,175
HP:0008774,9
HP:0008775,45
HP:0008776,28
HP:0008777,3
HP:0008780,7
HP:0008783,1
HP:0008784,2
HP:0008785,2
HP:0008786,3
HP:0008788,6
HP:0008789,2
HP:0008794,1
HP:0008796,4
HP:0008797,2
HP:0008798,1
HP:0008800,71
HP:0008801,1
HP:0008802,7
HP:0008807,23
HP:0008808,3
HP:0008812,8
HP:0008817,1
HP:0008818,4
HP:0008819,2
HP:0008821,4
HP:0008822,1
HP:0008823,1
HP:0008824,6
HP:0008826,3
HP:0008828,16
HP:0008829,2
HP:0008830,6
HP:0008833,6
HP:0008835,1
HP:0008838,1
HP:0008839,17
HP:0008843,18
HP:0008845,2
HP:0008846,11
HP:0008848,5
HP:0008850,37
HP:0008855,1
HP:0008857,3
HP:0008866,5
HP:0008872,565
HP:0008873,102
HP:0008883,2
HP:0008887,28
HP:0008890,5
HP:0008897,213
HP:0008905,64
HP:0008909,1
HP:0008915,6
HP:0008921,14
HP:0008922,1
HP:0008935,21
HP:0008936,277
HP:0008940,8
HP:0008942,5
HP:0008944,41
HP:0008945,3
HP:0008946,5
HP:0008947,202
HP:0008948,13
HP:0008952,3
HP:0008953,1
HP:0008954,25
HP:0008955,3
HP:0008956,15
HP:0008959,31
HP:0008962,4
HP:0008963,5
HP:0008964,1
HP:0008967,7
HP:0008968,49
HP:0008969,14
HP:0008970,2
HP:0008972,112
HP:0008978,4
HP:0008981,46
HP:0008985,2
HP:0008986,1
HP:0008988,5
HP:0008991,1
HP:0008993,3
HP:0008994,59
HP:0008997,52
HP:0008998,2
HP:0009002,3
HP:0009003,1
HP:0009004,21
HP:0009005,22
HP:0009016,1
HP:0009017,4
HP:0009019,1
HP:0009020,10
HP:0009023,14
HP:0009025,27
HP:0009027,97
HP:0009028,5
HP:0009031,2
HP:0009045,6
HP:0009046,45
HP:0009049,10
HP:0009050,3
HP:0009051,10
HP:0009053,80
HP:0009054,2
HP:0009055,18
HP:0009056,1
HP:0009058,35
HP:0009059,2
HP:0009060,2
HP:0009062,49
HP:0009063,12
HP:0009064,8
HP:0009071,2
HP:0009072,8
HP:0009073,19
HP:0009077,19
HP:0009084,9
HP:0009085,15
HP:0009088,33
HP:0009092,1
HP:0009094,1
HP:0009098,22
HP:0009099,24
HP:0009100,1
HP:0009101,2
HP:0009102,13
HP:0009103,72
HP:0009104,20
HP:0009105,9
HP:0009106,14
HP:0009107,23
HP:0009108,45
HP:0009109,2
HP:0009110,18
HP:0009112,5
HP:0009113,17
HP:0009115,1134
HP:0009116,781
HP:0009118,771
HP:0009119,13
HP:0009120,18
HP:0009121,2519
HP:0009122,880
HP:0009123,11
HP:0009124,225
HP:0009125,116
HP:0009126,9
HP:0009127,554
HP:0009128,4
HP:0009129,66
HP:0009130,47
HP:0009131,3
HP:0009132,3
HP:0009134,13
HP:0009136,128
HP:0009138,31
HP:0009139,14
HP:0009140,31
HP:0009141,12
HP:0009142,226
HP:0009144,26
HP:0009145,75
HP:0009150,5
HP:0009161,23
HP:0009162,3
HP:0009164,6
HP:0009172,4
HP:0009177,4
HP:0009178,5
HP:0009179,352
HP:0009182,3
HP:0009183,15
HP:0009185,5
HP:0009189,3
HP:0009192,1
HP:0009193,9
HP:0009226,1
HP:0009232,4
HP:0009237,61
HP:0009238,4
HP:0009239,5
HP:0009244,1
HP:0009272,5
HP:0009273,8
HP:0009274,5
HP:0009275,1
HP:0009276,3
HP:0009279,1
HP:0009280,4
HP:0009281,1
HP:0009282,1
HP:0009283,3
HP:0009284,1
HP:0009289,1
HP:0009290,1
HP:0009295,3
HP:0009299,3
HP:0009308,1
HP:0009314,1
HP:0009316,10
HP:0009317,11
HP:0009318,9
HP:0009319,5
HP:0009320,1
HP:0009324,1
HP:0009331,1
HP:0009333,1
HP:0009334,1
HP:0009349,1
HP:0009356,1
HP:0009357,8
HP:0009358,2
HP:0009370,22
HP:0009371,1
HP:0009372,3
HP:0009373,2
HP:0009374,1
HP:0009376,28
HP:0009378,3
HP:0009380,70
HP:0009381,297
HP:0009408,4
HP:0009413,1
HP:0009417,1
HP:0009420,1
HP:0009421,6
HP:0009429,1
HP:0009436,1
HP:0009437,2
HP:0009438,1
HP:0009439,1
HP:0009446,1
HP:0009447,7
HP:0009456,1
HP:0009460,3
HP:0009461,6
HP:0009462,4
HP:0009463,2
HP:0009464,7
HP:0009465,36
HP:0009466,52
HP:0009467,7
HP:0009468,20
HP:0009471,5
HP:0009473,256
HP:0009477,1
HP:0009484,483
HP:0009485,62
HP:0009486,10
HP:0009487,23
HP:0009491,1
HP:0009495,2
HP:0009498,1
HP:0009500,1
HP:0009501,1
HP:0009516,1
HP:0009523,1
HP:0009527,1
HP:0009534,1
HP:0009535,4
HP:0009536,15
HP:0009537,3
HP:0009540,3
HP:0009541,16
HP:0009542,6
HP:0009543,12
HP:0009544,3
HP:0009546,3
HP:0009552,14
HP:0009553,267
HP:0009554,3
HP:0009555,1
HP:0009556,6
HP:0009557,4
HP:0009565,2
HP:0009566,2
HP:0009568,12
HP:0009575,3
HP:0009576,3
HP:0009577,6
HP:0009580,2
HP:0009587,1
HP:0009588,3
HP:0009589,1
HP:0009590,1
HP:0009591,7
HP:0009592,26
HP:0009593,2
HP:0009594,22
HP:0009595,1
HP:0009596,1
HP:0009597,1
HP:0009599,3
HP:0009600,5
HP:0009601,139
HP:0009602,186
HP:0009603,46
HP:0009606,3
HP:0009608,2
HP:0009611,4
HP:0009612,7
HP:0009613,2
HP:0009617,33
HP:0009618,9
HP:0009623,40
HP:0009626,1
HP:0009629,5
HP:0009635,2
HP:0009637,3
HP:0009638,2
HP:0009640,2
HP:0009641,13
HP:0009642,7
HP:0009648,1
HP:0009650,13
HP:0009657,1
HP:0009658,47
HP:0009659,10
HP:0009660,36
HP:0009662,2
HP:0009684,2
HP:0009693,1
HP:0009695,2
HP:0009697,5
HP:0009699,19
HP:0009700,13
HP:0009701,17
HP:0009702,36
HP:0009703,2
HP:0009704,7
HP:0009707,4
HP:0009708,4
HP:0009709,7
HP:0009710,8
HP:0009711,16
HP:0009713,2
HP:0009714,10
HP:0009715,4
HP:0009716,4
HP:0009717,3
HP:0009718,3
HP:0009719,6
HP:0009720,20
HP:0009721,5
HP:0009722,6
HP:0009723,11
HP:0009724,3
HP:0009725,37
HP:0009726,129
HP:0009727,3
HP:0009728,29
HP:0009729,7
HP:0009730,7
HP:0009731,21
HP:0009732,2
HP:0009733,49
HP:0009734,4
HP:0009735,1
HP:0009736,1
HP:0009737,2
HP:0009738,41
HP:0009739,1
HP:0009740,3
HP:0009741,3
HP:0009742,1
HP:0009743,9
HP:0009745,1
HP:0009746,1
HP:0009747,1
HP:0009748,29
HP:0009751,6
HP:0009752,1
HP:0009754,1
HP:0009755,14
HP:0009756,8
HP:0009757,2
HP:0009758,1
HP:0009759,2
HP:0009760,4
HP:0009761,1
HP:0009762,3
HP:0009763,50
HP:0009765,43
HP:0009767,221
HP:0009768,103
HP:0009769,2
HP:0009770,2
HP:0009771,19
HP:0009772,1
HP:0009773,18
HP:0009774,6
HP:0009775,8
HP:0009776,1
HP:0009777,48
HP:0009778,115
HP:0009779,8
HP:0009780,1
HP:0009781,1
HP:0009782,1
HP:0009783,1
HP:0009784,1
HP:0009785,1
HP:0009786,1
HP:0009787,1
HP:0009788,1
HP:0009789,10
HP:0009790,2
HP:0009791,1
HP:0009792,15
HP:0009793,1
HP:0009794,18
HP:0009795,11
HP:0009796,5
HP:0009797,13
HP:0009798,5
HP:0009799,88
HP:0009800,41
HP:0009802,17
HP:0009803,190
HP:0009804,328
HP:0009805,3
HP:0009806,7
HP:0009808,4
HP:0009809,19
HP:0009810,532
HP:0009811,269
HP:0009813,1
HP:0009814,1
HP:0009815,669
HP:0009816,14
HP:0009817,13
HP:0009818,1
HP:0009820,1
HP:0009821,75
HP:0009822,26
HP:0009823,17
HP:0009824,85
HP:0009825,25
HP:0009826,230
HP:0009827,4
HP:0009828,2
HP:0009829,7
HP:0009830,461
HP:0009831,2
HP:0009832,161
HP:0009833,64
HP:0009834,31
HP:0009835,122
HP:0009836,25
HP:0009838,2
HP:0009839,5
HP:0009843,56
HP:0009844,4
HP:0009845,1
HP:0009849,7
HP:0009850,3
HP:0009851,14
HP:0009852,6
HP:0009857,4
HP:0009858,1
HP:0009875,2
HP:0009879,75
HP:0009880,3
HP:0009881,3
HP:0009882,116
HP:0009883,14
HP:0009884,5
HP:0009886,9
HP:0009887,114
HP:0009888,74
HP:0009889,19
HP:0009890,64
HP:0009891,58
HP:0009892,15
HP:0009894,10
HP:0009895,10
HP:0009896,9
HP:0009897,1
HP:0009899,5
HP:0009900,2
HP:0009901,4
HP:0009902,3
HP:0009904,7
HP:0009905,1
HP:0009906,53
HP:0009907,6
HP:0009908,5
HP:0009909,15
HP:0009911,5
HP:0009912,10
HP:0009913,7
HP:0009914,22
HP:0009916,9
HP:0009917,9
HP:0009918,23
HP:0009919,3
HP:0009921,19
HP:0009924,112
HP:0009926,24
HP:0009927,2
HP:0009928,36
HP:0009929,78
HP:0009931,5
HP:0009932,22
HP:0009933,5
HP:0009935,5
HP:0009937,16
HP:0009938,6
HP:0009939,14
HP:0009941,2
HP:0009942,58
HP:0009943,13
HP:0009944,40
HP:0009945,2
HP:0009946,2
HP:0009948,2
HP:0009951,2
HP:0009956,2
HP:0009958,4
HP:0009959,3
HP:0009960,1
HP:0009961,3
HP:0009962,2
HP:0009963,1
HP:0009964,1
HP:0009966,1
HP:0009968,2
HP:0009970,1
HP:0009971,1
HP:0009997,225
HP:0009998,14
HP:0009999,41
HP:0010001,4
HP:0010002,2
HP:0010003,1
HP:0010004,6
HP:0010006,1
HP:0010008,2
HP:0010009,38
HP:0010010,6
HP:0010011,8
HP:0010012,25
HP:0010013,24
HP:0010014,2
HP:0010017,1
HP:0010022,1
HP:0010026,30
HP:0010027,4
HP:0010034,23
HP:0010035,7
HP:0010036,5
HP:0010037,1
HP:0010038,3
HP:0010039,8
HP:0010040,1
HP:0010041,7
HP:0010042,21
HP:0010043,2
HP:0010044,20
HP:0010045,17
HP:0010046,1
HP:0010047,16
HP:0010048,11
HP:0010049,120
HP:0010051,78
HP:0010052,4
HP:0010053,7
HP:0010054,12
HP:0010055,68
HP:0010057,41
HP:0010058,7
HP:0010059,21
HP:0010060,1
HP:0010064,1
HP:0010066,11
HP:0010067,4
HP:0010068,4
HP:0010076,5
HP:0010077,1
HP:0010078,1
HP:0010084,1
HP:0010085,3
HP:0010093,1
HP:0010097,1
HP:0010100,1
HP:0010101,1
HP:0010102,2
HP:0010104,2
HP:0010105,3
HP:0010107,3
HP:0010109,31
HP:0010110,2
HP:0010111,3
HP:0010112,4
HP:0010160,2
HP:0010161,125
HP:0010164,1
HP:0010168,1
HP:0010173,27
HP:0010174,45
HP:0010175,1
HP:0010176,4
HP:0010177,9
HP:0010179,3
HP:0010180,2
HP:0010181,11
HP:0010182,23
HP:0010183,11
HP:0010184,1
HP:0010185,15
HP:0010186,4
HP:0010187,1
HP:0010189,3
HP:0010193,1
HP:0010194,6
HP:0010202,1
HP:0010219,4
HP:0010220,1
HP:0010228,1
HP:0010230,30
HP:0010231,2
HP:0010234,7
HP:0010235,5
HP:0010236,1
HP:0010237,2
HP:0010238,1
HP:0010239,10
HP:0010241,7
HP:0010242,8
HP:0010243,6
HP:0010244,3
HP:0010245,5
HP:0010248,2
HP:0010252,2
HP:0010255,2
HP:0010259,2
HP:0010260,1
HP:0010264,1
HP:0010267,1
HP:0010270,2
HP:0010271,1
HP:0010275,2
HP:0010278,1
HP:0010280,64
HP:0010282,5
HP:0010284,9
HP:0010285,3
HP:0010286,19
HP:0010289,3
HP:0010290,5
HP:0010291,4
HP:0010292,3
HP:0010293,28
HP:0010294,11
HP:0010295,39
HP:0010296,24
HP:0010297,25
HP:0010298,4
HP:0010299,13
HP:0010300,13
HP:0010301,137
HP:0010302,8
HP:0010303,23
HP:0010305,11
HP:0010306,46
HP:0010307,49
HP:0010309,2
HP:0010310,17
HP:0010311,71
HP:0010314,11
HP:0010315,4
HP:0010316,7
HP:0010318,36
HP:0010319,14
HP:0010320,9
HP:0010321,9
HP:0010322,82
HP:0010323,1
HP:0010324,4
HP:0010325,2
HP:0010326,5
HP:0010327,2
HP:0010329,1
HP:0010330,4
HP:0010331,4
HP:0010332,1
HP:0010333,1
HP:0010335,1
HP:0010336,3
HP:0010337,1
HP:0010338,4
HP:0010339,2
HP:0010342,4
HP:0010343,3
HP:0010344,15
HP:0010347,4
HP:0010353,1
HP:0010356,2
HP:0010358,1
HP:0010359,3
HP:0010366,1
HP:0010369,1
HP:0010371,2
HP:0010377,1
HP:0010378,1
HP:0010381,1
HP:0010383,4
HP:0010389,1
HP:0010390,1
HP:0010392,2
HP:0010393,1
HP:0010401,1
HP:0010413,2
HP:0010430,1
HP:0010432,1
HP:0010438,490
HP:0010441,1
HP:0010442,252
HP:0010443,3
HP:0010444,27
HP:0010445,5
HP:0010446,6
HP:0010447,8
HP:0010448,4
HP:0010450,28
HP:0010451,88
HP:0010452,1
HP:0010454,5
HP:0010455,3
HP:0010456,19
HP:0010458,7
HP:0010459,21
HP:0010460,533
HP:0010461,1164
HP:0010462,86
HP:0010463,5
HP:0010464,32
HP:0010465,9
HP:0010468,169
HP:0010469,25
HP:0010471,8
HP:0010472,9
HP:0010473,10
HP:0010476,15
HP:0010477,5
HP:0010478,3
HP:0010479,1
HP:0010480,6
HP:0010481,16
HP:0010484,1
HP:0010485,6
HP:0010486,6
HP:0010487,3
HP:0010488,16
HP:0010489,12
HP:0010490,236
HP:0010491,1
HP:0010493,2
HP:0010496,1
HP:0010497,11
HP:0010499,6
HP:0010500,40
HP:0010501,32
HP:0010502,8
HP:0010503,1
HP:0010505,8
HP:0010508,22
HP:0010509,1
HP:0010510,1
HP:0010511,40
HP:0010512,4
HP:0010514,117
HP:0010515,35
HP:0010516,5
HP:0010517,1
HP:0010518,2
HP:0010519,2
HP:0010521,2
HP:0010522,31
HP:0010523,7
HP:0010524,31
HP:0010525,7
HP:0010526,50
HP:0010527,2
HP:0010529,45
HP:0010530,3
HP:0010531,4
HP:0010532,19
HP:0010533,1
HP:0010534,25
HP:0010535,126
HP:0010536,28
HP:0010537,28
HP:0010538,3
HP:0010539,1
HP:0010541,4
HP:0010542,2
HP:0010543,7
HP:0010544,21
HP:0010545,6
HP:0010546,63
HP:0010547,15
HP:0010548,8
HP:0010549,488
HP:0010550,162
HP:0010551,223
HP:0010553,13
HP:0010554,31
HP:0010557,34
HP:0010558,3
HP:0010559,2
HP:0010560,1
HP:0010561,2
HP:0010562,8
HP:0010564,5
HP:0010565,11
HP:0010566,79
HP:0010568,28
HP:0010569,1
HP:0010571,16
HP:0010574,78
HP:0010575,6
HP:0010576,187
HP:0010577,19
HP:0010579,77
HP:0010580,13
HP:0010582,23
HP:0010583,12
HP:0010584,17
HP:0010585,19
HP:0010587,1
HP:0010590,3
HP:0010591,3
HP:0010597,1
HP:0010602,6
HP:0010603,3
HP:0010609,83
HP:0010610,8
HP:0010612,4
HP:0010614,78
HP:0010615,24
HP:0010617,3
HP:0010618,3
HP:0010619,15
HP:0010620,7
HP:0010621,24
HP:0010622,100
HP:0010624,112
HP:0010625,32
HP:0010626,9
HP:0010627,30
HP:0010628,188
HP:0010631,6
HP:0010636,9
HP:0010638,6
HP:0010639,12
HP:0010640,17
HP:0010641,16
HP:0010644,16
HP:0010645,4
HP:0010646,11
HP:0010647,232
HP:0010648,21
HP:0010649,8
HP:0010650,3
HP:0010651,190
HP:0010652,26
HP:0010653,25
HP:0010654,20
HP:0010655,34
HP:0010656,75
HP:0010658,5
HP:0010659,1
HP:0010660,37
HP:0010662,137
HP:0010663,55
HP:0010664,3
HP:0010665,12
HP:0010667,1
HP:0010668,237
HP:0010669,42
HP:0010672,1
HP:0010674,1121
HP:0010675,11
HP:0010676,19
HP:0010677,8
HP:0010679,19
HP:0010689,2
HP:0010691,1
HP:0010692,2
HP:0010693,9
HP:0010695,4
HP:0010696,13
HP:0010698,3
HP:0010701,246
HP:0010702,101
HP:0010705,4
HP:0010707,2
HP:0010708,2
HP:0010709,5
HP:0010711,3
HP:0010713,1
HP:0010714,2
HP:0010719,170
HP:0010720,340
HP:0010721,31
HP:0010722,6
HP:0010723,1
HP:0010724,1
HP:0010726,2
HP:0010729,13
HP:0010732,18
HP:0010733,8
HP:0010734,4
HP:0010735,4
HP:0010736,4
HP:0010739,2
HP:0010740,5
HP:0010741,45
HP:0010743,62
HP:0010744,3
HP:0010745,7
HP:0010746,6
HP:0010747,30
HP:0010748,1
HP:0010749,6
HP:0010750,8
HP:0010751,14
HP:0010752,1
HP:0010753,3
HP:0010754,19
HP:0010756,4
HP:0010757,1
HP:0010758,10
HP:0010759,6
HP:0010760,63
HP:0010761,12
HP:0010762,3
HP:0010763,4
HP:0010764,3
HP:0010765,164
HP:0010766,213
HP:0010767,109
HP:0010769,3
HP:0010772,70
HP:0010773,9
HP:0010774,3
HP:0010775,2
HP:0010780,26
HP:0010781,113
HP:0010782,1
HP:0010783,105
HP:0010784,60
HP:0010785,110
HP:0010786,144
HP:0010787,161
HP:0010788,41
HP:0010789,17
HP:0010790,1
HP:0010791,5
HP:0010794,22
HP:0010795,1
HP:0010796,1
HP:0010797,18
HP:0010799,1
HP:0010800,3
HP:0010801,2
HP:0010803,21
HP:0010804,102
HP:0010806,8
HP:0010807,62
HP:0010808,44
HP:0010809,2
HP:0010810,1
HP:0010812,3
HP:0010813,1
HP:0010814,1
HP:0010815,6
HP:0010816,11
HP:0010817,3
HP:0010818,54
HP:0010819,79
HP:0010820,2
HP:0010821,6
HP:0010823,1
HP:0010825,1
HP:0010826,1
HP:0010827,189
HP:0010828,16
HP:0010829,33
HP:0010830,33
HP:0010831,135
HP:0010832,95
HP:0010833,6
HP:0010834,5
HP:0010835,4
HP:0010836,11
HP:0010837,9
HP:0010838,3
HP:0010839,1
HP:0010841,55
HP:0010843,1
HP:0010844,48
HP:0010845,28
HP:0010846,3
HP:0010848,8
HP:0010849,4
HP:0010850,85
HP:0010851,50
HP:0010852,6
HP:0010853,1
HP:0010862,41
HP:0010863,14
HP:0010864,376
HP:0010865,2
HP:0010866,456
HP:0010867,1
HP:0010871,14
HP:0010872,5
HP:0010873,4
HP:0010874,14
HP:0010875,1
HP:0010876,615
HP:0010880,49
HP:0010881,51
HP:0010882,3
HP:0010883,2
HP:0010884,1
HP:0010885,87
HP:0010886,6
HP:0010891,2
HP:0010892,9
HP:0010893,9
HP:0010894,26
HP:0010895,23
HP:0010896,1
HP:0010897,1
HP:0010898,1
HP:0010899,19
HP:0010900,3
HP:0010901,14
HP:0010902,23
HP:0010903,10
HP:0010904,4
HP:0010906,1
HP:0010907,12
HP:0010908,4
HP:0010909,6
HP:0010910,2
HP:0010911,3
HP:0010912,3
HP:0010913,3
HP:0010914,2
HP:0010915,48
HP:0010916,48
HP:0010917,6
HP:0010918,3
HP:0010919,13
HP:0010920,45
HP:0010922,1
HP:0010923,4
HP:0010924,3
HP:0010925,3
HP:0010926,1
HP:0010927,157
HP:0010929,306
HP:0010930,139
HP:0010931,60
HP:0010932,48
HP:0010933,2
HP:0010934,5
HP:0010935,1360
HP:0010936,798
HP:0010937,13
HP:0010938,914
HP:0010939,10
HP:0010940,8
HP:0010941,4
HP:0010942,1
HP:0010943,3
HP:0010944,244
HP:0010945,10
HP:0010946,235
HP:0010948,36
HP:0010950,146
HP:0010951,13
HP:0010952,4
HP:0010953,6
HP:0010954,3
HP:0010955,12
HP:0010956,4
HP:0010957,13
HP:0010958,5
HP:0010959,2
HP:0010963,3
HP:0010964,18
HP:0010965,16
HP:0010966,35
HP:0010967,33
HP:0010969,13
HP:0010970,2
HP:0010971,1
HP:0010972,184
HP:0010974,344
HP:0010975,71
HP:0010976,47
HP:0010977,4
HP:0010978,1591
HP:0010979,55
HP:0010980,39
HP:0010981,28
HP:0010982,26
HP:0010983,2
HP:0010984,14
HP:0010987,600
HP:0010988,17
HP:0010989,35
HP:0010990,59
HP:0010991,56
HP:0010992,1
HP:0010993,1100
HP:0010994,43
HP:0010995,137
HP:0010996,59
HP:0010997,16
HP:0010998,1
HP:0010999,1
HP:0011000,2
HP:0011001,109
HP:0011002,17
HP:0011003,80
HP:0011004,483
HP:0011006,74
HP:0011008,21
HP:0011013,64
HP:0011014,645
HP:0011015,269
HP:0011017,548
HP:0011018,4
HP:0011019,1
HP:0011020,4
HP:0011021,304
HP:0011022,3
HP:0011023,2
HP:0011024,1681
HP:0011025,1313
HP:0011026,22
HP:0011027,28
HP:0011028,339
HP:0011029,314
HP:0011030,38
HP:0011031,23
HP:0011032,695
HP:0011033,2
HP:0011034,30
HP:0011035,204
HP:0011036,65
HP:0011037,27
HP:0011038,18
HP:0011039,164
HP:0011040,29
HP:0011041,6
HP:0011042,105
HP:0011043,54
HP:0011044,28
HP:0011051,13
HP:0011053,12
HP:0011054,13
HP:0011055,12
HP:0011056,12
HP:0011061,328
HP:0011062,16
HP:0011063,60
HP:0011064,59
HP:0011065,40
HP:0011067,3
HP:0011068,2
HP:0011069,48
HP:0011070,49
HP:0011071,46
HP:0011072,1
HP:0011073,29
HP:0011076,13
HP:0011077,50
HP:0011078,17
HP:0011079,7
HP:0011081,14
HP:0011082,1
HP:0011084,1
HP:0011085,1
HP:0011087,4
HP:0011089,4
HP:0011090,4
HP:0011092,1
HP:0011094,11
HP:0011095,1
HP:0011096,46
HP:0011097,161
HP:0011098,31
HP:0011099,4
HP:0011100,62
HP:0011102,4
HP:0011103,26
HP:0011104,33
HP:0011106,33
HP:0011107,40
HP:0011108,60
HP:0011109,55
HP:0011110,9
HP:0011111,42
HP:0011112,41
HP:0011113,6
HP:0011114,1
HP:0011118,5
HP:0011119,236
HP:0011120,18
HP:0011121,1921
HP:0011122,510
HP:0011123,441
HP:0011124,90
HP:0011125,6
HP:0011127,2
HP:0011129,1
HP:0011130,3
HP:0011131,4
HP:0011132,4
HP:0011133,17
HP:0011134,11
HP:0011135,7
HP:0011136,2
HP:0011138,1406
HP:0011145,38
HP:0011146,207
HP:0011147,25
HP:0011149,1
HP:0011150,13
HP:0011151,14
HP:0011152,4
HP:0011153,84
HP:0011154,8
HP:0011157,17
HP:0011158,5
HP:0011159,5
HP:0011161,3
HP:0011165,7
HP:0011166,20
HP:0011167,17
HP:0011168,3
HP:0011169,35
HP:0011170,10
HP:0011171,26
HP:0011172,16
HP:0011174,7
HP:0011176,3
HP:0011182,292
HP:0011185,111
HP:0011186,1
HP:0011188,4
HP:0011190,18
