"gene","ExprSpecificAdiposeSub","ExprSpecificAdiposeVisceral","ExprSpecificAdrenalGland","ExprSpecificArteryAorta","ExprSpecificArteryCoronary","ExprSpecificArteryTibial","ExprSpecificAmygdala","ExprSpecificAntCingCortex","ExprSpecificCaudate","ExprSpecificCerebHemisphere","ExprSpecificCerebellum","ExprSpecificCortex","ExprSpecificFCortex","ExprSpecificHippocampus","ExprSpecificHypothalamus","ExprSpecificNucAccumbens","ExprSpecificPutamen","ExprSpecificSpinalcord","ExprSpecificSubstantianigra","ExprSpecificBreast","ExprSpecificCellsLymphocytes","ExprSpecificCellsFirbroblasts","ExprSpecificColonSigmoid","ExprSpecificColonTransverse","ExprSpecificEsophGastJunction","ExprSpecificEsophMucosa","ExprSpecificEsophMuscularis","ExprSpecificHeartAtrialApp","ExprSpecificHeartLeftVent","ExprSpecificLiver","ExprSpecificLung","ExprSpecificMuscleSkeletal","ExprSpecificNerveTibial","ExprSpecificOvary","ExprSpecificPancreas","ExprSpecificPituitary","ExprSpecificProstate","ExprSpecificSkinSuprapubic","ExprSpecificSkinLowerLeg","ExprSpecificSmallIntestine","ExprSpecificSpleen","ExprSpecificStomach","ExprSpecificTestis","ExprSpecificThyroid","ExprSpecificUterus","ExprSpecificVagina","ExprSpecificWholeBlood","ExACpLI","ExACpRec","ExACpNull","ExACpMiss","CountsOverlap","CountsProtCodOverlap","StringCombined"
"FCN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172513382815348,0.960327318053166,0.022421343665299,-0.218627860972478,0,0,0
"HSPG2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94653656591348e-06,0.999993053463434,3.92259702663149e-23,0.870428052717558,2,1,8
"BCL10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.118213218716406,0.855705530094449,0.0260812511891448,1.97359815526577,1,0,5
"PRKACB",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612478408550855,0.387165493213666,0.000356098235478502,2.54712354923687,1,0,8
"PIGK",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000544787618840002,0.972136318385087,0.0273188939960728,-0.172109291652236,2,0,0
"PTPRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.999998378977356,1.62102264375303e-06,5.72667521434645e-19,3.4218446391763,0,0,5
"IGSF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.987084919325614,0.0129150788168979,1.8574884601247e-09,3.65486182939328,1,0,0
"GPR161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0295792897121091,0.960088859455923,0.0103318508319677,1.07822687265662,0,0,0
"TBX19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.79914141349298e-05,0.774467950883126,0.225504057702739,0.576119751466346,0,0,8
"TMCO1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9.55325778347458e-07,0.530626517370879,0.469372527303343,1.4727122412469,3,1,1
"ADCY10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.85120000034897e-26,0.0600953778661287,0.939904622133871,-0.702715464397918,2,0,8
"NECTIN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.439337892970362,0.560376352569251,0.000285754460387866,2.08093552912053,1,0,0
"UFC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0899541883849323,0.901183395752236,0.00886241586283191,0.544186153009074,1,0,0
"PPOX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.328331759509175,0.670994980354593,0.000673260136232203,1.80437322631179,1,1,1
"FCGR2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000150862363564485,0.663432186668333,0.336416950968103,1.17752921945179,0,0,3
"SDHC",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954199560781008,0.867866430308991,0.0367136136129083,1.09572050280627,0,0,8
"F13B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.13259736615404e-05,0.976011650763721,0.0239670232626178,-0.282108282068139,0,0,0
"PRCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921293121521907,0.0786073025189582,9.95759591352894e-05,1.31636055979869,1,1,0
"PIGM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000916857647096851,0.571293607727458,0.427789534625445,1.01068235012576,0,0,0
"CASQ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03907088565768e-09,0.165929134481788,0.834070864479141,-0.30053365478875,0,0,2
"XPR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998119588301853,0.00188041128944994,4.08697456121575e-10,3.6987014793838,1,0,0
"TOR1AIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646147824983602,0.935255977007244,0.000129240494396058,-0.574840784288262,1,0,1
"HMCN1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19206065668674e-18,1,6.41537883948367e-24,-2.28284015756948,1,0,0
"PRUNE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0107617657791834,0.979855983862065,0.00938225035875183,0.0757968019132541,1,0,0
"RORC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.997845135319209,0.00215485076509212,1.39156989882322e-08,2.13199720105595,1,1,6
"SF3B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.918007232108898,0.0818822171343416,0.000110550756760738,3.71998531110791,0,0,2
"ECM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.32850722654138e-08,0.889468621246304,0.110531305468624,-0.569828889809855,0,0,0
"ZNF687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.975942572522876,0.0240563905936833,1.03688344049826e-06,1.6136328987343,2,1,0
"TARS2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87455824083767e-08,0.991549738923239,0.00845024233117879,1.93921708574048,0,0,0
"ADAMTSL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.08734668179842e-16,0.34016241960008,0.659837580399919,-0.545274024408236,3,1,0
"CTSK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135210885342523,0.852945292034622,0.146919497080036,0.721663765740061,1,0,3
"RFX5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000136785945750611,0.991330385841319,0.0085328282129308,-0.210450713194403,2,0,3
"SELENBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.22411207379355e-06,0.81229888011219,0.187699895775736,-0.641288962665603,0,0,0
"POGZ",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.999999128125461,8.71874539445422e-07,1.52606829415895e-17,3.35862663890161,1,0,0
"SYT14",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.966548706607067,0.033439703718996,1.15896739370846e-05,0.831196343156305,0,0,0
"KCNH1",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333014560273438,0.666958823148044,2.66165785182411e-05,3.69159223686112,2,0,3
"TAF1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.60087794025323e-07,0.691838677899284,0.308160662012922,0.512615785745538,1,0,2
"FLG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.64992449263283e-41,1.05381705529679e-07,0.999999894618294,-3.43820800831793,1,0,0
"TPM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191983984043152,0.805744089565529,0.00227192639131867,2.92044579102688,2,0,8
"HAX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.10582340278236e-05,0.578893749131909,0.421095192634063,0.418662691667486,0,0,3
"KCNN3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864940881345047,0.135042441076715,1.66775782383611e-05,4.18439285755741,1,0,2
"GATAD2B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998594716203308,0.00140527888971798,4.90697395918439e-09,3.39705197633563,1,1,1
"RIT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666809792340233,0.332118085847131,0.00107212181263634,2.20370501195417,0,0,5
"PKLR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.00020289233933e-05,0.935829158886984,0.0641608390840923,1.97571957685196,1,1,1
"FLG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.316391078890459,0.49116945907559,0.192786473237887,0.748648413462779,1,0,2
"ACTA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802663240582685,0.929800746577449,0.0621726210167243,5.98683910122002,0,0,8
"GALNT2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881985612838068,0.118013909015926,4.78146005764041e-07,2.38798101308955,2,0,0
"LYST",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.999978422869173,2.15771308269855e-05,5.0099958361365e-28,-0.645502825161128,4,0,0
"DEGS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.859651068829934,0.138200418653805,0.0021485125162608,0.354530428797222,1,0,0
"FBXO28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.930139055201687,0.0697874429197644,7.35018785487944e-05,2.27824428420805,0,0,0
"ARF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.819433490606023,0.176396237473814,0.00417027192016248,4.07191800773656,1,0,2
"PSEN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0270141824537153,0.961183973490347,0.0118018440559376,0.526983286797996,0,0,8
"PYCR2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00506294198593209,0.88739642885157,0.107540629162498,0.745287134806437,1,1,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.997025227192741,0.00297477155612145,1.25113737390106e-09,-0.606886439490391,1,0,1
"REN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00660413891460337,0.98947639941704,0.00391946166835694,0.502794673565849,0,0,5
"SYT2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88781098862506,0.111940584481119,0.000248426893821513,1.95370020284957,2,0,0
"GALM",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.92598000417204e-09,0.0855581708228325,0.914441820251187,-0.954430571344464,1,0,1
"CAMKMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.14965805552299e-13,0.0143295330000154,0.985670466999469,-0.592954674608855,0,0,0
"ABCG8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.74527259993631e-16,0.00539899742307175,0.994601002576928,-2.85077046260119,0,0,0
"CALM2",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856387218811605,0.141331344499975,0.00228143668842079,2.78965403193758,3,1,8
"WDPCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32411054871015e-09,0.87511506730996,0.12488493036593,-0.472977084064815,9,1,0
"ASXL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.992738818422806,0.00726117933797246,2.23922153478909e-09,-0.0117541902559282,3,0,6
"SNRNP200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999999148,8.51564555755356e-13,7.07550286842115e-33,7.99904547172516,0,0,7
"TPRKB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0206180267045899,0.748409742636178,0.230972230659232,-0.865500425202108,0,0,0
"EXOC6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.666298051678121,0.333701580013825,3.68308054195862e-07,1.44066137764918,3,0,3
"NPHP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.36518515099961e-08,0.986831155795405,0.0131688305527432,-0.866518149138702,2,0,7
"LIPT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.17016770936916e-05,0.278077804203859,0.721860494119047,-0.238015024892293,4,1,0
"CNGA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.18045078044952e-08,0.329746703133037,0.670253285062455,-0.673483793888546,2,1,2
"AFF3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.998912591236449,0.0010874087591486,4.40253701941667e-12,2.12092662021864,1,0,0
"SCN1A",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999999535395,4.64605137606285e-10,1.62257315008925e-25,5.60525816255907,2,0,5
"LNPK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00192358301419587,0.993370396678866,0.00470602030693838,-0.190575127741647,0,0,3
"CDCA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.141954502881666,0.857220868213025,0.000824628905308692,2.05319585374877,1,0,1
"HSPD1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985208243840261,0.01479021032679,1.54583294922653e-06,2.80004033390802,3,1,6
"UNC80",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139839110565612,0.856011009867762,0.00414987956662591,0.712914698963597,1,0,0
"ABCA12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.02270864482359e-07,0.999999797728865,2.70254312270528e-13,0.291714136374392,2,0,0
"SUMF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425777224004311,0.951431878827504,0.00599039877206531,-0.622883276935608,4,1,1
"ACKR3",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419555701616577,0.545873464213134,0.0345708341702898,1.67068641319173,0,0,0
"DIS3L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.863517182071107,0.136482675808421,1.4212047270836e-07,0.501884320428971,3,0,0
"FANCD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.47937339463725e-14,0.999907163284518,9.28367154577e-05,-0.24981621252687,3,0,4
"GMPPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.35237377979873e-06,0.904520375705181,0.0954772719210394,1.30319054202953,1,0,0
"POMGNT2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00772677154516411,0.927075062393216,0.0651981660616201,0.803173000822677,1,0,0
"SLC25A38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0682178285427916,0.917991739141274,0.0137904323159347,0.421449459969116,0,0,1
"IQSEC1",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998506226942054,0.00149377190565318,1.15229268695012e-09,3.14224473214338,1,0,1
"IL17RD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.6354985095282e-05,0.982023020329808,0.0179506246850965,-0.345239932056919,1,0,0
"SHQ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.16644798453142e-10,0.303733901295762,0.696266098587593,-1.08346278684189,1,0,0
"SLC25A26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24371628598418e-09,0.0559248311408416,0.944075164615442,-1.01552250510698,3,0,0
"RABL3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136652214705715,0.842929085334455,0.0204186999598307,-0.00651119120400355,3,1,0
"AGTR1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727625074022701,0.769562881583272,0.223160867676501,-0.127196324178149,0,0,3
"MED12L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.99999927637145,7.23628549938227e-07,5.51117031177717e-24,2.87732568677658,9,1,0
"SPATA16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.64842747374149e-06,0.85950814729848,0.140490204274046,-0.310485356649977,1,0,0
"LPP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582399908119384,0.417507007441914,9.30844387027762e-05,-2.49431990322989,5,1,4
"RUBCN",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7700136988124e-06,0.999629533459848,0.000365696526453202,1.73242616359117,2,1,0
"AMT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569475286585638,0.895662805708056,0.103767719005358,0.311339974036935,0,0,0
